,Direccion,Costo,Baños,Recamaras,Area,Estacionamientos,Seguridad,Balcon,Terraza,Jardines,Alberca,Gimnasio
230,"Roma Norte, Cuauhtémoc, Ciudad de México",28600.0,1.0,1.0,40.0,1,0,0,0,0,0,0
231,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",23000.0,1.0,1.0,,0,0,0,0,0,0,0
232,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",18000.0,1.0,1.0,,0,0,0,0,0,0,0
233,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",28500.0,2.0,2.0,85.0,2,0,0,0,0,0,0
234,"Manzanastitla, Cuajimalpa de Morelos, Ciudad de México",20500.0,2.0,2.0,70.0,2,0,0,0,0,0,0
235,"Área 1, Cuauhtémoc, Ciudad de México",13000.0,1.0,2.0,45.0,0,1,0,0,0,0,0
236,"Manzanastitla, Cuajimalpa de Morelos, Ciudad de México",20500.0,2.0,2.0,110.0,2,0,0,0,0,0,0
237,"El Jagüey, Azcapotzalco, Ciudad de México",14500.0,2.0,2.0,60.0,1,0,0,0,0,0,0
238,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",29700.0,1.0,1.0,65.0,1,0,0,0,0,0,0
239,"Olivar de los Padres, Álvaro Obregón, Ciudad de México",28000.0,2.0,3.0,114.0,2,0,0,0,0,0,0
240,"Granada, Miguel Hidalgo, Ciudad de México",50000.0,2.0,2.0,120.0,2,0,0,0,0,0,0
241,"La Martinica, Álvaro Obregón, Ciudad de México",20000.0,2.0,2.0,78.0,2,0,0,0,0,0,0
242,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",50000.0,2.0,2.0,120.0,2,0,0,0,0,0,0
243,"Napoles, Benito Juárez, Ciudad de México",30000.0,2.0,2.0,116.0,1,0,0,0,0,0,0
244,"Polanco, Miguel Hidalgo, Ciudad de México",50000.0,2.0,2.0,120.0,2,0,0,0,0,0,0
245,"Tabacalera, Cuauhtémoc, Ciudad de México",30000.0,1.0,1.0,,0,0,0,0,0,0,0
246,"Carola, Álvaro Obregón, Ciudad de México",20000.0,2.0,2.0,82.0,1,0,0,0,0,0,0
247,"Polanco, Miguel Hidalgo, Ciudad de México",8500.0,5.0,4.0,600.0,4,0,0,0,0,0,0
248,"Roma Norte, Cuauhtémoc, Ciudad de México",31000.0,1.0,1.0,60.0,1,0,0,0,0,0,0
249,"Polanco, Miguel Hidalgo, Ciudad de México",9500.0,4.0,4.0,600.0,4,0,0,0,0,0,0
250,"Polanco, Miguel Hidalgo, Ciudad de México",8500.0,4.0,4.0,600.0,4,0,0,0,0,0,0
251,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",72000.0,3.0,3.0,284.0,1,0,0,0,0,0,0
252,"Lomas de Bezares, Miguel Hidalgo, Ciudad de México",150000.0,3.0,3.0,723.0,6,0,0,0,0,0,0
253,"Xoco, Benito Juárez, Ciudad de México",41500.0,2.0,2.0,92.0,2,0,0,0,0,0,0
254,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",17292.0,1.0,1.0,37.0,0,0,0,0,0,1,0
255,"Lomas de Bezares, Miguel Hidalgo, Ciudad de México",150000.0,3.0,3.0,723.0,6,0,0,0,0,0,0
256,"Polanco, Miguel Hidalgo, Ciudad de México",80000.0,2.0,3.0,400.0,2,0,0,0,0,0,0
257,"Xoco, Benito Juárez, Ciudad de México",41500.0,2.0,2.0,92.0,2,0,0,0,0,0,0
258,"Pueblo de los Reyes, Coyoacán, Ciudad de México",55000.0,3.0,3.0,170.0,2,0,0,0,0,0,0
259,"Polanco, Miguel Hidalgo, Ciudad de México",55000.0,3.0,3.0,220.0,2,0,0,0,0,0,0
260,"Juárez, Cuauhtémoc, Ciudad de México",19204.0,,,,0,0,0,0,0,0,0
261,"Roma Norte, Cuauhtémoc, Ciudad de México",45000.0,2.0,2.0,68.0,0,0,0,0,0,0,0
262,"San Jerónimo Lídice, La Magdalena Contreras, Ciudad de México",39000.0,4.0,3.0,179.0,0,1,0,0,0,0,0
263,"Polanco, Miguel Hidalgo, Ciudad de México",90000.0,3.0,3.0,182.0,2,0,0,0,0,0,0
264,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",60000.0,3.0,3.0,280.0,3,0,0,0,0,0,0
265,"Fuentes del Pedregal, Tlalpan, Ciudad de México",45000.0,2.0,2.0,146.0,2,0,0,0,0,0,0
266,"Granjas México, Iztacalco, Ciudad de México",16500.0,2.0,2.0,65.0,2,0,0,0,0,0,0
267,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",19500.0,1.0,1.0,37.0,0,1,0,0,0,0,0
268,"Fuentes del Pedregal, Tlalpan, Ciudad de México",75000.0,3.0,3.0,233.0,4,0,0,0,0,0,0
269,"Fuentes del Pedregal, Tlalpan, Ciudad de México",75000.0,3.0,3.0,235.0,3,0,0,0,0,0,0
270,"Fuentes del Pedregal, Tlalpan, Ciudad de México",55000.0,2.0,2.0,165.0,2,0,0,0,0,0,0
271,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",39000.0,2.0,2.0,93.0,0,1,0,0,0,0,0
272,"Fuentes del Pedregal, Tlalpan, Ciudad de México",75000.0,3.0,3.0,235.0,3,0,0,0,0,0,0
273,"Fuentes del Pedregal, Tlalpan, Ciudad de México",65000.0,2.0,2.0,219.0,2,0,0,0,0,0,0
274,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",18500.0,1.0,2.0,75.0,1,0,0,0,0,0,0
275,"Santa Fe, Álvaro Obregón, Ciudad de México",9500.0,1.0,1.0,,0,0,0,0,0,0,0
276,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",7900.0,2.0,2.0,190.0,2,0,0,0,0,0,0
277,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",20000.0,4.0,4.0,410.0,4,0,0,0,0,0,0
278,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",23500.0,1.0,1.0,75.0,1,0,0,0,0,0,0
279,"Pueblo de los Reyes, Coyoacán, Ciudad de México",53500.0,3.0,3.0,170.0,2,0,0,0,0,0,0
280,"Nueva Vallejo, Gustavo A. Madero, Ciudad de México",17000.0,1.0,2.0,53.0,1,0,0,0,0,0,0
281,"Zacahuitzco, Benito Juárez, Ciudad de México",18950.0,2.0,2.0,80.0,2,0,0,0,0,0,0
282,"Bosque de Chapultepec I Sección, Miguel Hidalgo, Ciudad de México",8500.0,4.0,4.0,580.0,5,0,0,0,0,0,0
283,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",20000.0,1.0,1.0,60.0,1,0,0,0,0,0,0
284,"Condesa, Cuauhtémoc, Ciudad de México",31000.0,3.0,2.0,88.0,1,0,0,0,0,0,0
285,"Ampliación Alpes, Álvaro Obregón, Ciudad de México",18000.0,2.0,2.0,65.0,2,0,0,0,0,0,0
286,"Olivar de los Padres, Álvaro Obregón, Ciudad de México",25000.0,2.0,2.0,97.0,2,0,0,0,0,0,0
287,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",35000.0,2.0,2.0,140.0,2,0,0,0,0,0,0
288,"Reforma Social, Miguel Hidalgo, Ciudad de México",35000.0,2.0,2.0,97.0,2,0,0,0,0,0,0
289,"Alcantarilla, Álvaro Obregón, Ciudad de México",21000.0,2.0,2.0,72.0,2,0,0,0,0,0,0
290,"San Gabriel, Álvaro Obregón, Ciudad de México",34000.0,2.0,2.0,100.0,2,0,0,0,0,0,0
291,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",17500.0,1.0,2.0,73.0,2,0,0,0,0,0,0
292,"General Pedro Maria Anaya, Benito Juárez, Ciudad de México",25500.0,1.0,2.0,65.0,2,0,0,0,0,0,0
293,"Portales, Benito Juárez, Ciudad de México",19000.0,1.0,3.0,80.0,1,0,0,0,0,0,0
294,"El Yaqui, Cuajimalpa de Morelos, Ciudad de México",85000.0,3.0,3.0,360.0,0,1,0,0,0,0,0
295,"Condesa, Cuauhtémoc, Ciudad de México",35000.0,2.0,2.0,110.0,1,0,0,0,0,0,0
296,"Insurgentes Mixcoac, Benito Juárez, Ciudad de México",30000.0,1.0,1.0,75.0,2,0,0,0,0,0,0
297,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",65000.0,2.0,2.0,180.0,2,0,0,0,0,0,0
298,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",26700.0,1.0,1.0,45.0,1,0,0,0,0,0,0
299,"Napoles, Benito Juárez, Ciudad de México",25100.0,1.0,1.0,43.0,1,0,0,0,0,0,0
300,"Tabacalera, Cuauhtémoc, Ciudad de México",75000.0,2.0,1.0,170.0,2,0,0,0,0,0,0
301,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",43000.0,3.0,3.0,132.0,3,0,0,0,0,0,0
302,"Juárez, Cuauhtémoc, Ciudad de México",27800.0,1.0,1.0,39.0,1,0,0,0,0,0,0
303,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",60000.0,3.0,3.0,205.0,3,0,0,0,0,0,0
304,"Ampliación el Yaqui, Cuajimalpa de Morelos, Ciudad de México",40000.0,3.0,3.0,180.0,2,0,0,0,0,0,0
305,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",39800.0,2.0,2.0,138.0,2,0,0,0,0,0,0
306,"Napoles, Benito Juárez, Ciudad de México",29000.0,1.0,1.0,43.0,1,0,0,0,0,0,0
307,"Roma Norte, Cuauhtémoc, Ciudad de México",28000.0,1.0,1.0,45.0,1,0,0,0,0,0,0
308,"Juárez, Cuauhtémoc, Ciudad de México",24620.0,,,,0,0,0,0,0,0,0
309,"Roma Sur, Cuauhtémoc, Ciudad de México",26800.0,1.0,1.0,36.0,1,0,0,0,0,0,0
310,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",65000.0,3.0,3.0,250.0,4,0,0,0,0,0,0
311,"Del Valle, Benito Juárez, Ciudad de México",35000.0,2.0,3.0,115.0,1,0,0,0,0,0,0
312,"Del Valle, Benito Juárez, Ciudad de México",35000.0,2.0,1.0,94.0,1,0,0,0,0,0,0
313,"Granjas México, Iztacalco, Ciudad de México",10500.0,1.0,2.0,45.0,0,1,0,0,0,0,0
314,"Santa Fe, Álvaro Obregón, Ciudad de México",25000.0,1.0,1.0,61.0,2,0,0,0,0,0,0
315,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",30000.0,2.0,2.0,75.0,2,0,0,0,0,0,0
316,"Juárez, Cuauhtémoc, Ciudad de México",25000.0,1.0,1.0,39.0,0,1,0,0,0,0,0
317,"Polanco, Miguel Hidalgo, Ciudad de México",110000.0,3.0,3.0,150.0,2,0,0,0,0,0,0
318,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",34000.0,2.0,2.0,99.0,2,0,0,0,0,0,0
319,"Lomas de Reforma, Miguel Hidalgo, Ciudad de México",40000.0,2.0,3.0,210.0,1,0,0,0,0,0,0
320,"Santa Cruz Atoyac, Benito Juárez, Ciudad de México",36000.0,2.0,2.0,76.0,2,0,0,0,0,0,0
321,"Santa Cruz Atoyac, Benito Juárez, Ciudad de México",28000.0,2.0,2.0,88.0,2,0,0,0,0,0,0
322,"Polanco, Miguel Hidalgo, Ciudad de México",15000.0,4.0,4.0,600.0,0,0,0,0,0,0,0
323,"Anzures, Miguel Hidalgo, Ciudad de México",19500.0,1.0,1.0,60.0,0,1,0,0,0,0,0
324,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",36000.0,1.0,1.0,65.0,1,0,0,0,0,0,0
325,"Contadero, Cuajimalpa de Morelos, Ciudad de México",56000.0,3.0,3.0,167.0,2,0,0,0,0,0,0
326,"Lomas de Tecamachalco Secc Bosques I y II, Huixquilucan, Estado de México",13500.0,1.0,1.0,30.0,1,0,0,0,0,0,0
327,"Polanco, Miguel Hidalgo, Ciudad de México",51100.0,2.0,3.0,260.0,2,0,0,0,0,0,0
328,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",25000.0,1.0,1.0,66.0,1,0,0,0,0,0,0
329,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",34000.0,2.0,2.0,90.0,1,0,0,0,0,0,0
330,"Santa Lucía Chantepec, Álvaro Obregón, Ciudad de México",23000.0,2.0,3.0,115.0,2,0,0,0,0,0,0
331,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",35000.0,1.0,1.0,71.0,1,0,0,0,0,0,0
332,"Condesa, Cuauhtémoc, Ciudad de México",40000.0,1.0,2.0,,0,0,0,0,0,0,0
333,"Santa Fe, Álvaro Obregón, Ciudad de México",35500.0,2.0,2.0,148.0,2,0,0,0,0,0,0
334,"Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",9500.0,1.0,1.0,20.0,0,0,0,1,0,0,0
335,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",27000.0,2.0,2.0,75.0,2,0,0,0,0,0,0
336,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",27200.0,1.0,1.0,56.0,1,0,0,0,0,0,0
337,"Polanco, Miguel Hidalgo, Ciudad de México",130000.0,3.0,3.0,242.0,2,0,0,0,0,0,0
338,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",35800.0,2.0,2.0,74.0,2,0,0,0,0,0,0
339,"Condesa, Cuauhtémoc, Ciudad de México",45000.0,2.0,2.0,100.0,2,0,0,0,0,0,0
340,"Polanco, Miguel Hidalgo, Ciudad de México",7000.0,2.0,2.0,230.0,2,0,0,0,0,0,0
341,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",6000.0,2.0,2.0,215.0,2,0,0,0,0,0,0
342,"Polanco, Miguel Hidalgo, Ciudad de México",120000.0,3.0,3.0,212.0,2,0,0,0,0,0,0
343,"Polanco, Miguel Hidalgo, Ciudad de México",170000.0,3.0,3.0,355.0,0,0,0,0,0,0,0
344,"Polanco, Miguel Hidalgo, Ciudad de México",82000.0,2.0,2.0,165.0,2,0,0,0,0,0,0
345,"Pedregal de Carrasco, Coyoacán, Ciudad de México",12500.0,1.0,2.0,76.0,1,0,0,0,0,0,0
346,"Polanco, Miguel Hidalgo, Ciudad de México",130000.0,3.0,3.0,242.0,2,0,0,0,0,0,0
347,"Xoco, Benito Juárez, Ciudad de México",36000.0,1.0,2.0,68.0,1,0,0,0,0,0,0
348,"Polanco, Miguel Hidalgo, Ciudad de México",28000.0,1.0,2.0,85.0,0,0,0,0,0,0,0
349,"Roma Norte, Cuauhtémoc, Ciudad de México",37000.0,1.0,1.0,65.0,1,0,0,0,0,0,0
350,"Polanco, Miguel Hidalgo, Ciudad de México",82000.0,2.0,2.0,165.0,2,0,0,0,0,0,0
351,"Polanco, Miguel Hidalgo, Ciudad de México",70000.0,3.0,2.0,122.0,2,0,0,0,0,0,0
352,"Polanco, Miguel Hidalgo, Ciudad de México",82000.0,2.0,2.0,165.0,2,0,0,0,0,0,0
353,"Condesa, Cuauhtémoc, Ciudad de México",45000.0,2.0,2.0,100.0,2,0,0,0,0,0,0
354,"Escandón II Sección, Miguel Hidalgo, Ciudad de México",37000.0,2.0,2.0,120.0,0,0,1,0,0,0,0
355,"Polanco, Miguel Hidalgo, Ciudad de México",80000.0,2.0,2.0,160.0,2,0,0,0,0,0,0
356,"Polanco, Miguel Hidalgo, Ciudad de México",170000.0,3.0,3.0,355.0,0,0,0,0,0,0,0
357,"Polanco, Miguel Hidalgo, Ciudad de México",85000.0,3.0,3.0,200.0,2,0,0,0,0,0,0
358,"Las Tinajas, Cuajimalpa de Morelos, Ciudad de México",32500.0,2.0,2.0,120.0,2,0,0,0,0,0,0
359,"Napoles, Benito Juárez, Ciudad de México",28000.0,2.0,2.0,148.0,1,0,0,0,0,0,0
360,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",21000.0,1.0,1.0,80.0,1,0,0,0,0,0,0
361,"Granada, Miguel Hidalgo, Ciudad de México",32000.0,2.0,2.0,80.0,1,0,0,0,0,0,0
362,"Ampliación el Yaqui, Cuajimalpa de Morelos, Ciudad de México",27000.0,2.0,2.0,85.0,2,0,0,0,0,0,0
363,"Polanco, Miguel Hidalgo, Ciudad de México",75000.0,3.0,3.0,180.0,0,1,0,0,0,0,0
364,"Área 1, Cuauhtémoc, Ciudad de México",21640.0,1.0,1.0,,0,0,0,0,0,0,0
365,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",15000.0,2.0,2.0,216.0,0,0,0,0,0,0,0
366,"Francisco I Madero, Miguel Hidalgo, Ciudad de México",26000.0,,,,0,0,0,0,0,0,0
367,"Granada, Miguel Hidalgo, Ciudad de México",32000.0,2.0,2.0,80.0,1,0,0,0,0,0,0
368,"Polanco, Miguel Hidalgo, Ciudad de México",85000.0,3.0,3.0,200.0,2,0,0,0,0,0,0
369,"Napoles, Benito Juárez, Ciudad de México",28000.0,2.0,2.0,148.0,1,0,0,0,0,0,0
370,"Ciudad de los Deportes, Benito Juárez, Ciudad de México",45000.0,2.0,2.0,85.0,2,0,0,0,0,0,0
371,"El Cuernito, Álvaro Obregón, Ciudad de México",20200.0,2.0,2.0,100.0,2,0,0,0,0,0,0
372,"Garcimarrero, Álvaro Obregón, Ciudad de México",10500.0,1.0,1.0,40.0,1,0,0,0,0,0,0
373,"Del Valle, Benito Juárez, Ciudad de México",24000.0,2.0,3.0,120.0,0,0,1,0,0,0,0
374,"Olivar de los Padres, Álvaro Obregón, Ciudad de México",27000.0,2.0,2.0,80.0,2,0,0,0,0,0,0
375,"El Cuernito, Álvaro Obregón, Ciudad de México",15000.0,1.0,1.0,74.0,2,0,0,0,0,0,0
376,"Napoles, Benito Juárez, Ciudad de México",25200.0,2.0,2.0,135.0,1,0,0,0,0,0,0
377,"Polanco, Miguel Hidalgo, Ciudad de México",85000.0,2.0,2.0,150.0,2,0,0,0,0,0,0
378,"Polanco, Miguel Hidalgo, Ciudad de México",70000.0,3.0,3.0,355.0,2,0,0,0,0,0,0
379,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",18000.0,1.0,1.0,60.0,0,0,0,0,0,0,0
380,"Polanco, Miguel Hidalgo, Ciudad de México",70000.0,3.0,3.0,355.0,2,0,0,0,0,0,0
381,"Narvarte, Benito Juárez, Ciudad de México",20500.0,1.0,1.0,62.0,2,0,0,0,0,0,0
382,"Anzures, Miguel Hidalgo, Ciudad de México",45000.0,1.0,1.0,90.0,2,0,0,0,0,0,0
383,"Portales, Benito Juárez, Ciudad de México",18560.0,2.0,2.0,68.0,1,0,0,0,0,0,0
384,"Portales, Benito Juárez, Ciudad de México",18560.0,2.0,2.0,68.0,1,0,0,0,0,0,0
385,"El Cuernito, Álvaro Obregón, Ciudad de México",18000.0,2.0,2.0,97.0,2,0,0,0,0,0,0
386,"Campestre Churubusco, Coyoacán, Ciudad de México",16000.0,1.0,1.0,82.0,1,0,0,0,0,0,0
387,"Polanco, Miguel Hidalgo, Ciudad de México",80000.0,3.0,3.0,300.0,2,0,0,0,0,0,0
388,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",40000.0,2.0,2.0,70.0,2,0,0,0,0,0,0
389,"Polanco, Miguel Hidalgo, Ciudad de México",38000.0,2.0,2.0,120.0,1,0,0,0,0,0,0
390,"Condesa, Cuauhtémoc, Ciudad de México",31500.0,2.0,2.0,100.0,1,0,0,0,0,0,0
391,"El Prado, Iztapalapa, Ciudad de México",15500.0,1.0,2.0,82.0,0,0,0,0,0,0,0
392,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",52000.0,2.0,2.0,120.0,1,0,0,0,0,0,0
393,"Acacias, Benito Juárez, Ciudad de México",25000.0,2.0,1.0,139.0,0,1,0,0,0,0,0
394,"Periodista, Miguel Hidalgo, Ciudad de México",30000.0,2.0,2.0,83.0,2,0,0,0,0,0,0
395,"Santa Fe, Álvaro Obregón, Ciudad de México",33000.0,3.0,2.0,130.0,2,0,0,0,0,0,0
396,"Irrigación, Miguel Hidalgo, Ciudad de México",43000.0,2.0,3.0,400.0,2,0,0,0,0,0,0
397,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",40000.0,2.0,2.0,120.0,2,0,0,0,0,0,0
398,"Campestre Churubusco, Coyoacán, Ciudad de México",16000.0,1.0,1.0,82.0,1,0,0,0,0,0,0
399,"San Mateo Tlaltenango, Cuajimalpa de Morelos, Ciudad de México",14000.0,3.0,3.0,570.0,6,0,0,0,0,0,0
400,"Polanco, Miguel Hidalgo, Ciudad de México",90000.0,3.0,3.0,187.0,1,0,0,0,0,0,0
401,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",52000.0,2.0,2.0,120.0,1,0,0,0,0,0,0
402,"Olivar de los Padres, Álvaro Obregón, Ciudad de México",17000.0,2.0,2.0,85.0,0,0,1,0,0,0,0
403,"Polanco, Miguel Hidalgo, Ciudad de México",38000.0,2.0,2.0,120.0,1,0,0,0,0,0,0
404,"Granada, Miguel Hidalgo, Ciudad de México",23000.0,1.0,2.0,70.0,1,0,0,0,0,0,0
405,"El Yaqui, Cuajimalpa de Morelos, Ciudad de México",50000.0,2.0,2.0,285.0,2,0,0,0,0,0,0
406,"Roma Norte, Cuauhtémoc, Ciudad de México",28500.0,1.0,2.0,94.0,1,0,0,0,0,0,0
407,"Lomas de los Angeles del Pueblo Tetelpan, Álvaro Obregón, Ciudad de México",25000.0,2.0,2.0,142.0,2,0,0,0,0,0,0
408,"Anzures, Miguel Hidalgo, Ciudad de México",26500.0,2.0,1.0,74.0,1,0,0,0,0,0,0
409,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",45000.0,2.0,3.0,112.0,2,0,0,0,0,0,0
410,"El Yaqui, Cuajimalpa de Morelos, Ciudad de México",70000.0,3.0,3.0,285.0,3,0,0,0,0,0,0
411,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",19500.0,1.0,2.0,83.0,0,0,0,0,0,0,0
412,"Portales, Benito Juárez, Ciudad de México",19500.0,2.0,2.0,60.0,1,0,0,0,0,0,0
413,"Polanco, Miguel Hidalgo, Ciudad de México",4000.0,3.0,3.0,300.0,1,0,0,0,0,0,0
414,"Condesa, Cuauhtémoc, Ciudad de México",27800.0,1.0,1.0,,0,0,0,0,0,0,0
415,"Condesa, Cuauhtémoc, Ciudad de México",45000.0,1.0,1.0,118.0,0,1,0,0,0,0,0
416,"Napoles, Benito Juárez, Ciudad de México",22000.0,1.0,1.0,30.0,1,0,0,0,0,0,0
417,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",60000.0,2.0,3.0,130.0,2,0,0,0,0,0,0
418,"Del Valle, Benito Juárez, Ciudad de México",16000.0,1.0,1.0,26.0,0,1,0,0,0,0,0
419,"Álamos, Benito Juárez, Ciudad de México",17000.0,2.0,2.0,112.0,1,0,0,0,0,0,0
420,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",19500.0,1.0,2.0,83.0,0,0,0,0,0,0,0
421,"Ampliación Alpes, Álvaro Obregón, Ciudad de México",26000.0,2.0,2.0,70.0,2,0,0,0,0,0,0
422,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",21920.0,1.0,1.0,,0,0,0,0,0,0,0
423,"Ampliación Alpes, Álvaro Obregón, Ciudad de México",28000.0,2.0,2.0,80.0,2,0,0,0,0,0,0
424,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",28000.0,2.0,2.0,120.0,1,0,0,0,0,0,0
425,"Bosques de Tarango, Álvaro Obregón, Ciudad de México",16500.0,1.0,2.0,120.0,1,0,0,0,0,0,0
426,"Lomas de Padierna, Tlalpan, Ciudad de México",28000.0,2.0,4.0,212.0,2,0,0,0,0,0,0
427,"Agrícola Oriental, Iztacalco, Ciudad de México",12000.0,2.0,2.0,55.0,1,0,0,0,0,0,0
428,"Rancho del Carmen del Pueblo San Bartolo Ameyalco, Álvaro Obregón, Ciudad de México",7500.0,1.0,1.0,30.0,1,0,0,0,0,0,0
429,"Juárez, Cuauhtémoc, Ciudad de México",21500.0,1.0,1.0,40.0,0,0,0,0,0,0,0
430,"Ampliación Torre Blanca, Miguel Hidalgo, Ciudad de México",6500.0,1.0,1.0,35.0,0,1,0,0,0,0,0
431,"Bosques de Tarango, Álvaro Obregón, Ciudad de México",16500.0,1.0,2.0,120.0,1,0,0,0,0,0,0
432,"Narvarte, Benito Juárez, Ciudad de México",20500.0,1.0,1.0,55.0,0,0,0,1,0,0,0
433,"Juárez, Cuauhtémoc, Ciudad de México",21500.0,1.0,1.0,40.0,0,0,0,0,0,0,0
434,"Juárez, Cuauhtémoc, Ciudad de México",19000.0,1.0,1.0,34.0,0,0,0,0,0,0,0
435,"Narvarte, Benito Juárez, Ciudad de México",18500.0,1.0,1.0,55.0,0,0,0,1,0,0,0
436,"Américas Unidas, Benito Juárez, Ciudad de México",16800.0,1.0,2.0,70.0,1,0,0,0,0,0,0
437,"Las Aguilas 1a Sección, Álvaro Obregón, Ciudad de México",39000.0,2.0,2.0,,0,0,0,0,0,0,0
438,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",16000.0,2.0,2.0,65.0,1,0,0,0,0,0,0
439,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",28000.0,2.0,2.0,130.0,1,0,0,0,0,0,0
440,"Polanco, Miguel Hidalgo, Ciudad de México",140000.0,2.0,2.0,155.0,2,0,0,0,0,0,0
441,"Polanco, Miguel Hidalgo, Ciudad de México",120000.0,4.0,3.0,240.0,2,0,0,0,0,0,0
442,"Área 1, Cuauhtémoc, Ciudad de México",17000.0,2.0,1.0,60.0,1,0,0,0,0,0,0
443,"El Yaqui, Cuajimalpa de Morelos, Ciudad de México",32000.0,2.0,2.0,126.0,2,0,0,0,0,0,0
444,"Roma Norte, Cuauhtémoc, Ciudad de México",32500.0,1.0,2.0,95.0,0,0,0,0,1,0,0
445,"Polanco, Miguel Hidalgo, Ciudad de México",126000.0,1.0,1.0,166.0,2,0,0,0,0,0,0
446,"Anzures, Miguel Hidalgo, Ciudad de México",36000.0,1.0,1.0,52.0,1,0,0,0,0,0,0
447,"El Yaqui, Cuajimalpa de Morelos, Ciudad de México",37500.0,2.0,2.0,120.0,2,0,0,0,0,0,0
448,"Contadero, Cuajimalpa de Morelos, Ciudad de México",43000.0,3.0,3.0,164.0,3,0,0,0,0,0,0
449,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",25000.0,1.0,1.0,45.0,1,0,0,0,0,0,0
450,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",40000.0,2.0,2.0,118.0,2,0,0,0,0,0,0
451,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",42000.0,3.0,2.0,120.0,2,0,0,0,0,0,0
452,"Anzures, Miguel Hidalgo, Ciudad de México",60000.0,,,,0,0,0,0,0,0,0
453,"Contadero, Cuajimalpa de Morelos, Ciudad de México",55000.0,2.0,2.0,150.0,2,0,0,0,0,0,0
454,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",56800.0,2.0,2.0,115.0,1,0,0,0,0,0,0
455,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",60000.0,2.0,2.0,124.0,2,0,0,0,0,0,0
456,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",48000.0,2.0,2.0,150.0,2,0,0,0,0,0,0
457,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",55000.0,2.0,2.0,101.0,2,0,0,0,0,0,0
458,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",25000.0,1.0,1.0,45.0,1,0,0,0,0,0,0
459,"Periodista, Miguel Hidalgo, Ciudad de México",24000.0,1.0,1.0,60.0,1,0,0,0,0,0,0
460,"Lomas de Bezares, Miguel Hidalgo, Ciudad de México",99000.0,3.0,4.0,300.0,4,0,0,0,0,0,0
